Date,Close,High,Low,Open,Volume
1996-04-16,17.381017684936523,17.741974823572686,16.854876267906818,16.922172879427272,96678839
1996-04-17,17.50949478149414,17.619617639088816,17.283130854938015,17.49725835876058,63548145
1996-04-18,18.436363220214844,18.537308160568838,17.81539371828618,17.86433694453395,100389409
1996-04-19,18.85237693786621,19.25615906693363,18.44553508499038,18.537303300959614,129471967
1996-04-22,18.668838500976562,19.225569695003482,18.540362261855226,19.21027478684602,120420233
1996-04-23,18.473068237304688,18.809555049574644,18.246705528583977,18.43024322766216,156792508
1996-04-24,19.494760513305664,19.577352041323568,18.965560563002136,18.965560563002136,101305658
1996-04-25,19.363222122192383,20.678575531863366,18.904378599796456,20.25032058822584,131851353
1996-04-26,19.02979850769043,19.693592923052627,18.448596856293918,19.2653391397474,162657244
1996-04-29,18.864614486694336,18.953322984155196,18.53424592126249,18.77896323972106,93379495
1996-04-30,18.27729034423828,18.873786775270815,18.127400996423045,18.873786775270815,102988185
1996-05-01,18.57707405090332,18.879911335108325,18.500600726289626,18.72084523686925,60334650
1996-05-02,18.209993362426758,19.057326557601503,17.879626073743395,18.50671358529479,90601602
1996-05-03,17.481962203979492,18.032575215996605,17.39019275026743,17.925512090084286,125929915
1996-05-06,16.466386795043945,17.130181118601353,16.368500370883815,17.020058273045354,148646954
1996-05-07,16.80286979675293,17.065940449966906,16.396028015738928,16.396028015738928,185128395
1996-05-08,17.00782585144043,17.277013561612197,15.4171662534178,16.39603312754623,165100221
1996-05-09,16.726396560668945,17.31371753688663,16.582626658495066,16.73251600767841,199096820
1996-05-10,16.512269973754883,16.625451295684414,16.184959954713012,16.2736709096459,145995185
1996-05-13,16.946645736694336,17.06594529598439,16.643808489015882,16.82428769001936,116850624
1996-05-14,17.628793716430664,18.047870773879204,16.750870610675264,16.891583283392535,188017574
1996-05-15,17.74197769165039,17.833745925535958,17.017003573271293,17.497260340035577,190519903
1996-05-16,18.026458740234375,18.42718242514521,17.92551381553658,18.0478718621787,156581066
1996-05-17,17.497255325317383,17.790915815741585,17.377955789731036,17.680792977238553,149017375
1996-05-20,16.610157012939453,17.062883554422147,16.533682475382644,17.0384119497543,94692661
1996-05-21,16.533687591552734,16.977237573130665,16.273676556905276,16.533687591552734,205964183
1996-05-22,16.61627769470215,16.897701808615626,16.552039568300682,16.778402254334072,95926338
1996-05-23,16.377676010131836,16.570390359024636,16.27367138199517,16.518387426580485,106451278
1996-05-24,16.548980712890625,16.66522178601675,16.49697900628949,16.66522178601675,89595265
1996-05-27,15.980013847351074,16.47556547523145,15.940247328156925,16.42662225726201,96845767
1996-05-28,16.041189193725586,16.181900598529232,15.585404207059735,15.661877500882005,178187902
1996-05-29,16.86711311340332,17.069004204587134,16.304264848056956,16.365443254528227,148266994
1996-05-30,16.720279693603516,17.249479530867955,16.59792043467412,17.13017999546277,152006710
1996-05-31,16.97723388671875,17.090415223348227,16.64074836391424,16.885465669931953,146149924
1996-06-03,18.250526428222656,18.315585109559148,17.62782011750244,17.62782011750244,209226432
1996-06-04,18.095626831054688,18.77099791768509,16.86260805447289,18.526253447270157,212163304
1996-06-05,18.21025276184082,18.83295784788203,18.129702542836046,18.58821339309536,192092205
1996-06-06,18.798879623413086,19.121074234890333,18.355859057826333,18.355859057826333,253679080
1996-06-07,18.798879623413086,18.88252614482404,18.526252161151866,18.650173165566194,150261121
1996-06-10,18.876333236694336,19.009549436805354,18.8112745408994,18.836058746318905,132301263
1996-06-11,18.984764099121094,19.034333762824094,18.715235393770072,18.805078295553745,119583473
1996-06-12,19.1551513671875,19.347229853541336,17.348997341041574,19.08389632361595,237371014
1996-06-13,19.09629249572754,19.257390448508293,19.03743016761145,19.0838997674137,122364016
1996-06-14,19.291467666625977,19.331743405479692,19.108684326704235,19.145861257350077,122317382
1996-06-17,19.173738479614258,19.4866403764922,19.127267640438923,19.30075827234037,130497382
1996-06-18,19.145856857299805,19.19852280668225,18.978562586665344,19.08389448543023,112851773
1996-06-19,18.724523544311523,19.173739167353578,18.60679766468789,19.083895040705528,209622820
1996-06-20,18.798879623413086,18.86703586270354,18.29389918189402,18.594408400442322,310608400
1996-06-21,18.482879638671875,18.74311563758655,18.185467963162075,18.647076385466207,293865262
1996-06-24,18.68735122680664,18.743115995313403,18.371350454418405,18.582018053527154,186164938
1996-06-25,18.724523544311523,18.913504462716602,18.681151511055212,18.805072500751496,176767690
1996-06-26,18.535545349121094,18.789583711292025,18.439506104780353,18.6532699855358,152856188
1996-06-27,18.659465789794922,18.724524469167594,18.21644650749312,18.451897025820394,227552471
1996-06-28,18.544836044311523,18.832953727257138,18.448796816662988,18.736914499608602,155968997
1996-07-01,18.414722442626953,18.551036172363855,18.30319291351952,18.467388399258436,145326943
1996-07-02,18.442602157592773,18.578915872243883,18.3713471189627,18.417819212255715,102473094
1996-07-03,18.185466766357422,18.420918547863426,18.033664009334686,18.405428266118303,174533505
1996-07-04,18.21645164489746,18.572726956878885,17.59994279458389,18.036765837150284,446948261
1996-07-05,18.44569969177246,18.733816128882825,18.222640673642342,18.402327661602474,346132788
1996-07-08,19.486644744873047,19.76546733733056,18.58511577399087,18.58511577399087,408225216
1996-07-09,19.32244873046875,19.604370141848463,19.028135843588192,19.54860537072007,362196026
1996-07-10,18.59130859375,18.78648462177414,18.352759280020802,18.588211038720875,201558875
1996-07-11,18.941383361816406,19.121069082940373,18.74310980817599,18.74310980817599,169710082
1996-07-12,18.792678833007812,18.95997183642002,18.402326821646792,18.845344777771093,141729248
1996-07-15,18.91350746154785,19.049821198101764,18.417822171619775,18.727625321256102,159070677
1996-07-16,18.839153289794922,20.756836856160497,18.473584150657025,19.00644632536518,139278322
1996-07-17,19.883182525634766,20.639103476812238,18.904203857137933,18.959968599605073,360305236
1996-07-18,19.979228973388672,20.385072593526207,19.780955375046343,19.827424966814302,207328753
1996-07-19,19.718996047973633,20.131034816231583,19.455663744586456,20.069074937372704,202025213
1996-07-22,19.855310440063477,20.069075598940074,19.45566438593302,19.82742742899054,43029256
1996-07-23,19.056018829345703,19.979233289296364,18.86394155259651,19.82742924992933,132471901
1996-07-24,18.241233825683594,18.80507664502336,17.34899999814031,18.774096077634386,198562651
1996-07-25,18.479778289794922,19.136561384505136,18.22573995919222,18.355856053116,212485502
1996-07-26,17.919036865234375,18.82366461960381,17.705272967019333,18.526252943893958,264784823
1996-07-29,17.283937454223633,17.93762302172361,17.13213345939197,17.795112944526615,207485612
1996-07-30,17.293230056762695,17.95311193668703,16.679820266576726,17.16621026946611,212067917
1996-07-31,18.132801055908203,18.16068281189703,17.256057610524962,17.599938863802247,172029586
1996-08-01,17.674293518066406,18.52005643781558,17.58135182213148,18.464291670764574,203765504
1996-08-02,17.547269821166992,17.7207591949797,17.41405367029431,17.565857655223844,116042481
1996-08-05,17.370683670043945,17.714564903031516,17.318016463995168,17.503898583935634,67612178
1996-08-06,17.655702590942383,17.934525144646752,17.19409547244098,17.25605659661956,107636731
1996-08-07,17.919036865234375,18.027468844659197,17.53488110904437,17.658803371244165,73429220
1996-08-08,17.733152389526367,18.23503394276301,17.674290078419464,18.092523871083667,112281038
1996-08-09,17.83228874206543,17.968602448052202,17.64021028124091,17.705268953126705,85875686
1996-08-12,17.860170364379883,18.0615427407999,17.79821050032335,17.943818122307864,51096910
1996-08-13,17.86946678161621,17.953113292835212,17.59993690760023,17.813702023287025,50600895
1996-08-14,17.423351287841797,17.962408571623428,17.333507154661884,17.90664380906849,69359358
1996-08-15,17.423351287841797,17.423351287841797,17.423351287841797,17.423351287841797,0
1996-08-16,16.816133499145508,17.46672149235342,16.76346754992531,17.352094424004036,157527521
1996-08-19,16.46295928955078,17.005116648141737,16.36072493260022,16.732489191174224,164753647
1996-08-20,16.354530334472656,16.757275200153515,16.20272756033509,16.435079307608827,147223562
1996-08-21,16.806838989257812,16.946251502383465,16.57758486064144,16.667427728681623,138578284
1996-08-22,16.531118392944336,17.002019499068815,16.48774509859748,16.909079051632315,112675836
1996-08-23,16.636449813842773,16.806841659967635,16.497038531113283,16.500136086432956,105782506
1996-08-26,16.4505672454834,16.66742993089385,16.40409640163481,16.6054688057624,56603413
1996-08-27,16.497041702270508,16.60547244244782,16.38241459771309,16.435080563569244,70876017
1996-08-28,16.723194122314453,16.76036979408498,16.54350711607508,16.605468239092076,38401907
1996-08-29,16.738685607910156,17.03919482158382,16.66743056182163,16.757273445133364,72896640
1996-08-30,16.88739013671875,16.93076342524118,16.670527451755476,16.76656669449134,67175516
1996-09-02,17.252960205078125,17.438842351096177,16.94315704589797,16.94315704589797,89043607
1996-09-03,17.144529342651367,17.62472436092504,17.008215602951477,17.44193977194228,153891142
1996-09-04,17.166210174560547,17.24675912422289,16.930760940223777,16.99272080358366,60474021
1996-09-05,17.643312454223633,17.705273587494936,17.280843331725926,17.280843331725926,129424273
1996-09-06,17.48841094970703,17.705273664550617,17.395470501945383,17.658804066944693,120044512
1996-09-09,17.13213539123535,17.537977773192896,17.088763353199706,17.4450373338166,103249971
1996-09-10,17.014408111572266,17.132132733355082,16.946251883440056,17.107348536529777,84484090
1996-09-11,16.69841194152832,17.237470560724354,16.642648422950987,17.163117950071413,116903617
1996-09-12,16.788253784179688,16.88429177691401,16.487743321978346,16.639547330735276,107984895
1996-09-13,16.339033126831055,16.91216961548564,16.24609271781778,16.909072061119936,157775528
1996-09-16,15.539741516113281,17.16311191428256,15.415820541937938,16.264682033275182,173752918
1996-09-17,15.68845272064209,15.877432420442771,15.459198535387186,15.691550276234809,218922031
1996-09-18,16.760374069213867,16.78825708270357,15.710139780466436,15.744217905798378,231897897
1996-09-19,16.29875946044922,17.34899327358023,16.184132407579927,16.822327589755556,297267413
1996-09-20,16.339033126831055,16.68291552104352,16.202720693951488,16.357622210673135,234950294
1996-09-23,16.10978126525879,16.410290424707263,15.62958637161013,16.27087916558984,181186776
1996-09-24,16.112876892089844,16.373111545317535,16.00134739712103,16.21201366426243,157966303
1996-09-25,16.4257869720459,17.22508041658096,16.35763072015024,16.413395495587565,130429021
1996-09-26,16.10978126525879,16.41958434164183,15.976565115731443,16.38240867390356,145145707
1996-09-27,15.725624084472656,16.09429071617195,15.660565414472712,16.08499679939331,169436108
1996-09-30,15.666760444641113,15.886720631534486,15.384839147758326,15.635779889646406,229456510
1996-10-01,15.28260612487793,15.738018104940881,15.16488149925179,15.738018104940881,199087281
1996-10-02,15.28260612487793,15.28260612487793,15.28260612487793,15.28260612487793,0
1996-10-03,14.84888744354248,15.682259053933516,14.731161522526094,15.459201194052453,299422638
1996-10-04,14.272648811340332,15.552138376823505,14.06508128095035,14.901550271104137,308807168
1996-10-07,13.510533332824707,14.297435225519987,13.275082777172122,14.297435225519987,281432574
1996-10-08,12.943591117858887,13.383512851936784,12.680258841009453,13.383512851936784,273387707
1996-10-09,13.203827857971191,13.383514897907219,12.856847758596203,13.197631493997573,276557748
1996-10-10,13.47645092010498,13.52911686520467,13.073706182374478,13.151157575226271,190735055
1996-10-11,13.436177253723145,13.708804669884573,13.352530746456347,13.535314040491123,220024286
1996-10-14,12.971475601196289,13.37731805027274,12.900220542778692,13.37731805027274,191052483
1996-10-15,12.996254920959473,13.275078685496382,12.745314159150965,12.928098696600129,170940579
1996-10-16,12.971475601196289,13.318455720514677,12.897122986888755,13.10469179781178,125336923
1996-10-17,12.9281005859375,12.977670236637817,12.392140871814634,12.897120023955903,200504844
1996-10-18,13.33084774017334,13.429984553977462,12.835162418602897,12.962182244133071,269442378
1996-10-21,13.33084774017334,13.33084774017334,13.33084774017334,13.33084774017334,0
1996-10-22,13.857510566711426,14.250961431800656,13.429981585976956,13.429981585976956,265151535
1996-10-23,14.728062629699707,14.824101891471672,14.250965129234064,14.250965129234064,197792662
1996-10-24,14.07437515258789,14.836491535895124,13.953551701327013,14.836491535895124,235225328
1996-10-25,14.396570205688477,14.46782525021689,13.913276428069311,14.065080435534252,254961511
1996-10-28,14.343908309936523,14.65371155016773,14.257164204303859,14.483319642785556,175954777
1996-10-29,14.396570205688477,15.335274753152811,14.223079553571502,14.29743340593572,169178032
1996-10-30,14.396570205688477,14.396570205688477,14.396570205688477,14.396570205688477,0
1996-10-31,14.219982147216797,14.300531110996946,13.910177765920254,14.133236820249792,114165469
1996-11-01,14.182805061340332,14.474019071537182,14.102254853029045,14.312921160013687,154659010
1996-11-04,13.631355285644531,14.13013935313113,13.544609958136066,14.13013935313113,155814787
1996-11-05,13.337042808532715,13.690219239087499,13.13567039221198,13.550806699100269,148652254
1996-11-06,13.079902648925781,13.306059214802529,12.894020557144202,13.287471381389196,167427144
1996-11-07,13.197627067565918,13.287471183675482,13.024137702340978,13.287471183675482,95061493
1996-11-08,13.451672554016113,13.553908186373128,13.213123162699729,13.271986747794653,80767691
1996-11-11,13.591081619262695,13.972139818534579,13.247200349025766,13.417592206382304,83470864
1996-11-12,13.591081619262695,13.591081619262694,13.591081619262694,13.591081619262694,0
1996-11-13,13.897789001464844,13.98453434534282,13.541514958185545,13.597279732639251,116478614
1996-11-14,13.656136512756348,13.969038383199006,13.603470568180015,13.882293074576896,98898186
1996-11-15,13.78935432434082,13.848216637912532,13.522923256924715,13.625157603778286,101518690
1996-11-18,14.161120414733887,14.210688817182064,13.848218465161343,13.848218465161343,115144250
1996-11-19,13.981429100036621,14.219978372739183,13.835822745367299,14.201390540662135,119700588
1996-11-20,13.566296577453613,14.065080643995424,13.529119650720498,14.065080643995424,127407890
1996-11-21,13.544611930847168,13.736690450966396,13.460965399043568,13.513632615306843,121961269
1996-11-22,13.399003028869629,13.566296061431133,13.358728548336373,13.460962901001821,96198192
1996-11-25,13.634452819824219,13.854413047110164,13.11088460089603,13.358727833817259,116218418
1996-11-26,13.687117576599121,13.900882675134639,13.448568282189122,13.786254360097042,111468125
1996-11-27,13.569395065307617,13.6933160639126,13.234806490249701,13.383512941125321,104575856
1996-11-28,13.389704704284668,13.78625305323517,13.290567930184375,13.631351530566128,157328268
1996-11-29,13.600375175476074,13.879199004423842,13.476454169582464,13.476454169582464,134994898
1996-12-02,13.488842964172363,13.714999537842989,13.445470933863415,13.522922330003821,83093024
1996-12-03,13.166648864746094,13.501237436326182,12.856845745179012,13.467159318632737,109136433
1996-12-04,12.859944343566895,12.962179947532237,12.639984107204716,12.825866226428316,107368587
1996-12-05,12.99935531616211,13.237903383108911,12.646178922123138,12.736021798184886,126998254
1996-12-06,12.983864784240723,13.163550532886411,12.918806107919021,13.120178499521796,81800524
1996-12-09,12.903316497802734,13.042727775368943,12.853748099225843,13.042727775368943,63894190
1996-12-10,12.646180152893066,12.863042850118445,12.547043349321362,12.841356204630998,95951775
1996-12-11,13.352531433105469,13.445471862342506,12.6399835496065,12.692649500579257,138464879
1996-12-12,12.955982208251953,13.4175905729975,12.918806536292308,13.4175905729975,130863563
1996-12-13,12.921903610229492,12.980765917967647,12.782491101437312,12.91260844093714,75963875
1996-12-16,13.532218933105469,13.603473981188504,13.005553092458694,13.005553092458694,147728056
1996-12-17,13.389704704284668,13.628253976081492,13.262684929625339,13.507430562940762,124699948
1996-12-18,13.615860939025879,13.941154254383656,13.53841080575223,13.631351216190467,163810901
1996-12-19,13.575589179992676,13.693315059443895,13.460962108122791,13.553903789671052,102401023
1996-12-20,13.975236892700195,14.065079769792307,13.693315535766523,13.693315535766523,128921900
1996-12-23,13.934962272644043,14.189000620562256,13.848216951566046,14.065079627986247,114977852
1996-12-24,13.913276672363281,14.058884319262889,13.739786017200098,13.863708271616563,89009162
1996-12-25,13.913276672363281,13.91327667236328,13.91327667236328,13.91327667236328,0
1996-12-26,14.61962890625,14.681588778331234,14.083667933802271,14.083667933802271,114648765
1996-12-27,14.61962890625,14.61962890625,14.61962890625,14.61962890625,0
1996-12-30,14.61962890625,14.61962890625,14.61962890625,14.61962890625,0
1996-12-31,14.48021411895752,14.80550746747034,14.421351811262207,14.712567047559288,65269358
1997-01-01,15.353865623474121,15.453002442813608,14.777631295375972,14.777631295375972,117594116
1997-01-02,14.935624122619629,15.437505623774777,14.889154541067757,15.428211707464405,118900924
1997-01-03,15.118413925170898,15.17417869503319,14.783826558546961,14.808610761535778,108118438
1997-01-06,14.960411071777344,15.248528793199847,14.855079165831015,15.180372559340553,80613481
1997-01-07,15.22994327545166,15.363159460840569,14.78692393028124,14.879865629745566,115423523
1997-01-08,15.589313507080078,15.84335312851212,15.46539250427767,15.552137832514196,205816333
1997-01-09,15.66366958618164,15.769004027635612,15.434415366964075,15.483983779089497,171115986
1997-01-10,15.796883583068848,15.954883970628627,15.676060125684836,15.849550796438702,151344298
1997-01-13,15.657469749450684,15.707038146618885,15.468488826128636,15.607901352282482,94774270
1997-01-14,16.134567260742188,16.459860652479026,15.555234265896896,15.73801882782738,119689459
1997-01-15,17.265348434448242,17.265348434448242,16.48154556873741,16.484643123553273,88564551
1997-01-16,17.24366569519043,18.476684430993217,16.88429289050153,18.476684430993217,191805513
1997-01-17,17.463624954223633,17.77962444825674,16.552803398942782,16.667430482187683,232052107
1997-01-20,16.87809944152832,17.624725629180485,16.7665698962438,17.59684386913429,136012893
1997-01-21,16.627161026000977,17.1166500705312,16.435082475719476,16.76657235174882,142874427
1997-01-22,17.31492042541504,17.534880681891753,16.980331828685934,17.194096974243372,168301528
1997-01-23,17.31492042541504,17.31492042541504,17.31492042541504,17.31492042541504,0
1997-01-24,17.06707763671875,17.376882040782284,16.940057818527205,17.348999030667187,102892268
1997-01-27,18.021272659301758,18.262919569921973,17.070176552298868,17.070176552298868,182169266
1997-01-28,19.223312377929688,19.28527351457148,18.21645017024991,18.31558823938675,173520279
1997-01-29,18.52625274658203,19.7035054570936,18.166879943599746,19.641545579203353,196743401
1997-01-30,17.977901458740234,18.585116319231663,17.730058172857067,18.433312290971347,177103665
1997-01-31,16.946252822875977,17.627818899629986,16.791350018443744,17.627818899629986,195009470
1997-02-03,15.88672924041748,16.840924338068177,15.759709397127937,16.459866060749555,209217423
1997-02-04,16.335935592651367,16.48154319390654,15.626485417691281,15.824760211073501,160134247
1997-02-05,16.35143280029297,17.20958849461443,16.212020248685658,16.856412034622274,164934883
1997-02-06,16.484647750854492,16.69531410375392,15.964178232526445,16.295668045402003,166482278
1997-02-07,16.775859832763672,16.902879632095786,16.39170287968102,16.605467999475273,120317426
1997-02-10,16.778961181640625,16.88429310112318,16.49703978685271,16.853313787919358,86936606
1997-02-11,17.370683670043945,17.503898583935634,16.639546663584998,16.695311424822098,120116053
1997-02-12,17.35828971862793,17.702172179885657,17.212682089164197,17.287034681380877,122077324
1997-02-13,17.283937454223633,17.404760888573378,17.116643179151012,17.293231371858298,88322903
1997-02-14,17.680490493774414,17.829196972443782,17.209589358512808,17.271550495670866,126247343
1997-02-17,18.12040901184082,18.32178141836873,17.878760871457686,18.092526004179458,172146700
1997-02-18,17.59374237060547,18.14519239596563,17.476017731677853,18.14519239596563,171197596
1997-02-19,17.956212997436523,18.055351053306172,17.417154437422326,17.767233309539158,154660070
1997-02-20,17.850881576538086,18.123509064879855,17.627822494703945,17.813705897932277,177739581
1997-02-21,17.646408081054688,17.853976838052425,17.575153041148777,17.72385823113101,134032545
1997-02-24,16.983428955078125,17.568957062553313,16.89048852244459,17.568957062553313,149018435
1997-02-25,16.952449798583984,17.274645663180493,16.751077383211168,16.89048992254214,162767469
1997-02-26,16.971036911010742,17.08566524451725,16.65503742328521,16.785154785728096,101377728
1997-02-27,17.448139190673828,17.519394254873614,17.039199152522876,17.070179724135826,111394995
1997-02-28,19.19542694091797,19.573387572104334,18.464291132111285,18.845349318718554,62950384
1997-03-03,20.04119300842285,20.769231331552266,19.920369547187555,20.199193401018942,200769279
1997-03-04,20.267343521118164,20.385069391051534,19.793344991702217,20.165107930190487,156287485
1997-03-05,20.292131423950195,21.187463952309596,19.966838010505498,20.942719503389267,171108567
1997-03-06,20.047388076782227,20.22707385288868,19.749976402766524,20.016407511408755,141496609
1997-03-07,20.047388076782227,20.047388076782227,20.047388076782227,20.047388076782227,0
1997-03-10,19.031232833862305,19.595075639868607,18.959977781062637,19.579585356540427,153104725
1997-03-11,18.43330955505371,19.238799175208865,18.166878469352362,18.904210601044586,160153854
1997-03-12,19.043621063232422,19.331738762020244,18.792680286160596,19.08389428731296,136452735
1997-03-13,18.74930763244629,19.19232689027162,18.684250209217602,19.142758494683402,95115015
1997-03-14,19.056018829345703,19.176842299141924,18.448803924427484,18.572726202710736,169640661
1997-03-17,19.72519302368164,19.790251712659522,19.099389084175556,19.207821067505225,197552604
1997-03-18,19.58578109741211,19.935858733884412,19.39989895593615,19.734486309572976,192619486
1997-03-19,19.22640609741211,20.065973820166317,19.12726930060634,19.966837023360544,179653689
1997-03-20,19.183032989501953,19.483542170862716,18.671857500431617,19.114875506096183,260850623
1997-03-21,19.57958221435547,19.718993489386186,19.412287932788853,19.455661220167013,169102782
1997-03-24,19.57958221435547,19.57958221435547,19.57958221435547,19.57958221435547,0
1997-03-25,19.520721435546875,19.805740370894608,19.393701623659965,19.703504759796644,146669785
1997-03-26,19.238798141479492,19.697307689281377,19.16134799142586,19.641542929916987,104750203
1997-03-27,19.207820892333984,19.29456622769666,18.876331086624607,19.145861012117603,103265869
1997-03-28,19.207820892333984,19.207820892333984,19.207820892333984,19.207820892333984,0
